Punto,Nombre Alterno,Descripcion,Fecha,Metano,Bioxido de Carbono,Nitrogeno,Total Inertes,Etano,Temp. Rocio,Humedad,Poder Calorifico,Indice Woobe,Acido Sulfidrico,Azufre Total
S-REBGN260-TR36,CRE 46 Burgos 5 y 6,Pto. de Calidad CPG Burgos Criog. 5 y 6 T.R,8/5/2017 5:00,93.7989,1.2039,0.1787,1.3826,4.8164,203.486,0,38.6279,50.2606,1.4329,
S-REBGN260-TR36,CRE 46 Burgos 5 y 6,Pto. de Calidad CPG Burgos Criog. 5 y 6 T.R,9/5/2017 5:00,93.774,1.1944,0.1765,1.3708,4.8116,203.8587,0,38.6557,50.284,1.4949,
S-REBGN260-TR36,CRE 46 Burgos 5 y 6,Pto. de Calidad CPG Burgos Criog. 5 y 6 T.R,10/5/2017 5:00,93.7873,1.1974,0.1781,1.3755,4.8362,203.5232,0,38.6359,50.27,1.4274,
S-REBGN260-TR36,CRE 46 Burgos 5 y 6,Pto. de Calidad CPG Burgos Criog. 5 y 6 T.R,11/5/2017 5:00,93.7514,1.1835,0.179,1.3625,4.8619,203.7366,0,38.6611,50.2935,2.7762,
S-REBGN260-TR36,CRE 46 Burgos 5 y 6,Pto. de Calidad CPG Burgos Criog. 5 y 6 T.R,12/5/2017 5:00,93.7899,1.2017,0.178,1.3798,4.8286,203.508,0,38.6321,50.2649,4.1141,
S-REBGN260-TR36,CRE 46 Burgos 5 y 6,Pto. de Calidad CPG Burgos Criog. 5 y 6 T.R,13/05/17 05:00:00,93.797,1.2028,0.178,1.3808,4.8205,203.4896,0,38.6294,50.2626,3.9395,
S-REBGN260-TR36,CRE 46 Burgos 5 y 6,Pto. de Calidad CPG Burgos Criog. 5 y 6 T.R,14/05/17 05:00:00,93.8021,1.2109,0.1777,1.3886,4.8079,203.4685,0,38.6228,50.2533,4.0915,
S-REBGN261-TR35,CRE 45 CPG Burgos 4,Pto. de Calidad CPG Burgos Criog. 4 T.R,1/5/2017 5:00,93.3005,1.2262,0.4312,1.6574,5.0178,206.595,8.8676,38.5941,50.1125,0.0025,
S-REBGN261-TR35,CRE 45 CPG Burgos 4,Pto. de Calidad CPG Burgos Criog. 4 T.R,2/5/2017 5:00,93.3028,1.2251,0.4351,1.6602,5.0105,209.0569,9.2951,38.5924,50.1105,0.0022,
S-REBGN261-TR35,CRE 45 CPG Burgos 4,Pto. de Calidad CPG Burgos Criog. 4 T.R,3/5/2017 5:00,93.2977,1.2241,0.4347,1.6588,5.0181,207.9118,9.767,38.5944,50.1125,0.0017,
S-REBGN261-TR35,CRE 45 CPG Burgos 4,Pto. de Calidad CPG Burgos Criog. 4 T.R,4/5/2017 5:00,93.2893,1.231,0.4307,1.6618,5.0277,205.0636,9.3932,38.5934,50.109,0.6754,
S-REBGN261-TR35,CRE 45 CPG Burgos 4,Pto. de Calidad CPG Burgos Criog. 4 T.R,5/5/2017 5:00,93.2753,1.2287,0.4361,1.6648,5.0346,204.7442,9.1584,38.5965,50.11,0.005,
S-REBGN261-TR35,CRE 45 CPG Burgos 4,Pto. de Calidad CPG Burgos Criog. 4 T.R,6/5/2017 5:00,93.2607,1.2393,0.43,1.6693,5.039,206.1384,8.9103,38.5994,50.1071,0.0047,
S-REBGN261-TR35,CRE 45 CPG Burgos 4,Pto. de Calidad CPG Burgos Criog. 4 T.R,7/5/2017 5:00,93.2849,1.2349,0.4298,1.6647,5.0236,208.2218,9.4004,38.5946,50.1075,0.0032,
S-REBGN261-TR35,CRE 45 CPG Burgos 4,Pto. de Calidad CPG Burgos Criog. 4 T.R,8/5/2017 5:00,93.2864,1.2351,0.4337,1.6688,5.0167,207.2233,8.9283,38.5917,50.1039,0.0003,
S-REBGN261-TR35,CRE 45 CPG Burgos 4,Pto. de Calidad CPG Burgos Criog. 4 T.R,9/5/2017 5:00,93.2625,1.2264,0.4317,1.6582,5.058,213.9201,9.3475,38.6042,50.1179,0.0006,
S-REBGN261-TR35,CRE 45 CPG Burgos 4,Pto. de Calidad CPG Burgos Criog. 4 T.R,10/5/2017 5:00,93.2496,1.2288,0.4333,1.6621,5.0561,213.5776,8.8117,38.6083,50.1179,3.908,
S-REBGN261-TR35,CRE 45 CPG Burgos 4,Pto. de Calidad CPG Burgos Criog. 4 T.R,11/5/2017 5:00,93.3937,1.2195,0.2651,1.4846,5.0729,205.9144,8.7059,38.6895,50.2464,5.7506,
S-REBGN261-TR35,CRE 45 CPG Burgos 4,Pto. de Calidad CPG Burgos Criog. 4 T.R,12/5/2017 5:00,93.4815,1.2238,0.1964,1.4203,5.0452,205.2886,9.8587,38.708,50.2849,7.8106,
S-REBGN261-TR35,CRE 45 CPG Burgos 4,Pto. de Calidad CPG Burgos Criog. 4 T.R,13/05/17 05:00:00,93.5324,1.2241,0.1954,1.4195,4.9956,205.5334,8.958,38.6938,50.2769,7.652,
S-REBGN261-TR35,CRE 45 CPG Burgos 4,Pto. de Calidad CPG Burgos Criog. 4 T.R,14/05/17 05:00:00,93.5089,1.2371,0.1956,1.4327,5.0152,208.8112,9.1672,38.6893,50.2654,8.145,
S-REBGN270-TR08,CRE 63 Pandura,Pto. de Calidad CG N LaredoT.R.,1/5/2017 9:00,92.5282,1.0325,0.0988,1.1314,4.5061,272.3189,,40.3959,51.4023,,
S-REBGN270-TR08,CRE 63 Pandura,Pto. de Calidad CG N LaredoT.R.,2/5/2017 9:00,92.4873,1.0379,0.0992,1.1372,4.5069,273.6926,,40.4468,51.4267,,
S-REBGN270-TR08,CRE 63 Pandura,Pto. de Calidad CG N LaredoT.R.,3/5/2017 9:00,92.5019,1.0375,0.0991,1.1366,4.5041,274.8775,,40.4448,51.4259,,
S-REBGN270-TR08,CRE 63 Pandura,Pto. de Calidad CG N LaredoT.R.,4/5/2017 9:00,92.4917,1.0363,0.0983,1.1347,4.5191,274.3108,,40.4456,51.4275,,
S-REBGN270-TR08,CRE 63 Pandura,Pto. de Calidad CG N LaredoT.R.,5/5/2017 9:00,92.4871,1.037,0.0985,1.1355,4.5232,274.453,,40.4358,51.4216,,
S-REBGN270-TR08,CRE 63 Pandura,Pto. de Calidad CG N LaredoT.R.,6/5/2017 9:00,92.4706,1.0377,0.0984,1.1361,4.5374,274.7769,,40.4422,51.4247,,
S-REBGN270-TR08,CRE 63 Pandura,Pto. de Calidad CG N LaredoT.R.,7/5/2017 9:00,92.525,1.033,0.0987,1.1317,4.4985,274.5501,,40.4002,51.4044,,
S-REBGN270-TR08,CRE 63 Pandura,Pto. de Calidad CG N LaredoT.R.,8/5/2017 9:00,92.5225,1.0375,0.0987,1.1362,4.489,275.0054,,40.4322,51.419,,
S-REBGN270-TR08,CRE 63 Pandura,Pto. de Calidad CG N LaredoT.R.,9/5/2017 9:00,92.5348,1.0381,0.0979,1.1361,4.4923,274.5854,,40.4127,51.4082,,
S-REBGN270-TR08,CRE 63 Pandura,Pto. de Calidad CG N LaredoT.R.,10/5/2017 9:00,92.5071,1.0387,0.0985,1.1372,4.5104,274.3,,40.4265,51.4152,,
S-REBGN270-TR08,CRE 63 Pandura,Pto. de Calidad CG N LaredoT.R.,11/5/2017 9:00,92.4963,1.0344,0.0987,1.1332,4.5206,275.1939,,40.4463,51.4289,,
S-REBGN270-TR08,CRE 63 Pandura,Pto. de Calidad CG N LaredoT.R.,12/5/2017 9:00,92.4979,1.0369,0.0987,1.1356,4.5141,274.6885,,40.4289,51.4177,,
S-REBGN270-TR08,CRE 63 Pandura,Pto. de Calidad CG N LaredoT.R.,13/05/17 09:00:00,92.5531,1.0364,0.0989,1.1352,4.4892,274.2122,,40.3933,51.3982,,
S-REBGN270-TR08,CRE 63 Pandura,Pto. de Calidad CG N LaredoT.R.,14/05/17 09:00:00,92.5371,1.0364,0.0984,1.1348,4.4942,274.6973,,40.4268,51.4169,,
S-REBGN290-TR36,CRE 57 Nejo,Pto. de Calidad Nejo T.R.,1/5/2017 5:00,92.3372,0.7469,0.5508,1.2977,5.5422,,,39.3625,50.8212,,
S-REBGN290-TR36,CRE 57 Nejo,Pto. de Calidad Nejo T.R.,2/5/2017 5:00,92.2127,0.7641,0.5133,1.2774,5.6696,,,39.4164,50.8567,,
S-REBGN290-TR36,CRE 57 Nejo,Pto. de Calidad Nejo T.R.,3/5/2017 5:00,92.0221,0.8092,0.4764,1.2856,5.8089,,,39.4789,50.8779,,
S-REBGN290-TR36,CRE 57 Nejo,Pto. de Calidad Nejo T.R.,4/5/2017 5:00,92.0441,0.7802,0.4766,1.2568,5.8109,,,39.4931,50.9056,,
S-REBGN290-TR36,CRE 57 Nejo,Pto. de Calidad Nejo T.R.,5/5/2017 5:00,92.0627,0.7954,0.4778,1.2732,5.807,,,39.4666,50.8798,,
S-REBGN290-TR36,CRE 57 Nejo,Pto. de Calidad Nejo T.R.,6/5/2017 5:00,92.0959,0.7854,0.4765,1.2619,5.7821,,,39.466,50.8869,,
S-REBGN290-TR36,CRE 57 Nejo,Pto. de Calidad Nejo T.R.,7/5/2017 5:00,92.1271,0.7891,0.4737,1.2628,5.7645,,,39.4515,50.8774,,
S-REBGN290-TR36,CRE 57 Nejo,Pto. de Calidad Nejo T.R.,8/5/2017 5:00,92.0629,0.7994,0.4754,1.2748,5.7979,,,39.4678,50.8784,,
S-REBGN290-TR36,CRE 57 Nejo,Pto. de Calidad Nejo T.R.,9/5/2017 5:00,92.1185,0.7922,0.5177,1.3099,5.717,,,39.4263,50.8413,,
S-REBGN290-TR36,CRE 57 Nejo,Pto. de Calidad Nejo T.R.,10/5/2017 5:00,92.2281,0.7363,0.5583,1.2947,5.6274,,,39.4038,50.8483,,
S-REBGN290-TR36,CRE 57 Nejo,Pto. de Calidad Nejo T.R.,11/5/2017 5:00,92.1254,0.7596,0.5485,1.308,5.6649,,,39.442,50.8587,,
S-REBGN290-TR36,CRE 57 Nejo,Pto. de Calidad Nejo T.R.,12/5/2017 5:00,92.1328,0.7637,0.5364,1.3001,5.6885,,,39.4377,50.8592,,
S-REBGN290-TR36,CRE 57 Nejo,Pto. de Calidad Nejo T.R.,13/05/17 05:00:00,92.1123,0.7701,0.5139,1.284,5.7292,,,39.4518,50.8723,,
S-REBGN290-TR36,CRE 57 Nejo,Pto. de Calidad Nejo T.R.,14/05/17 05:00:00,92.1847,0.7715,0.535,1.3065,5.6665,,,39.406,50.8363,,
S-REEGN011-TR38,CRE Mareografo,Pto. de Calidad Mareografo T.R.,1/5/2017 5:00,97.6089,1.97,0.1246,2.0946,0.296,,,37.0679,48.8478,,
S-REEGN011-TR38,CRE Mareografo,Pto. de Calidad Mareografo T.R.,2/5/2017 5:00,97.6058,1.9694,0.1258,2.0952,0.2986,,,37.0685,48.848,,
S-REEGN011-TR38,CRE Mareografo,Pto. de Calidad Mareografo T.R.,3/5/2017 5:00,97.619,1.9646,0.118,2.0825,0.2984,,,37.0792,48.8659,,
S-REEGN011-TR38,CRE Mareografo,Pto. de Calidad Mareografo T.R.,4/5/2017 5:00,97.619,1.9646,0.118,2.0825,0.2984,,,37.0792,48.8659,,
S-REEGN011-TR38,CRE Mareografo,Pto. de Calidad Mareografo T.R.,5/5/2017 5:00,97.619,1.9646,0.118,2.0825,0.2984,,,37.0792,48.8659,,
S-REEGN011-TR38,CRE Mareografo,Pto. de Calidad Mareografo T.R.,6/5/2017 5:00,97.619,1.9646,0.118,2.0825,0.2984,,,37.0792,48.8659,,
S-REEGN011-TR38,CRE Mareografo,Pto. de Calidad Mareografo T.R.,7/5/2017 5:00,97.619,1.9646,0.118,2.0825,0.2984,,,37.0792,48.8659,,
S-REEGN011-TR38,CRE Mareografo,Pto. de Calidad Mareografo T.R.,8/5/2017 5:00,97.619,1.9646,0.118,2.0825,0.2984,,,37.0729,48.8574,,
S-REEGN011-TR38,CRE Mareografo,Pto. de Calidad Mareografo T.R.,9/5/2017 5:00,97.619,1.9646,0.118,2.0825,0.2984,,,37.0729,48.8574,,
S-REEGN011-TR38,CRE Mareografo,Pto. de Calidad Mareografo T.R.,10/5/2017 5:00,97.619,1.9646,0.118,2.0825,0.2984,,,37.0729,48.8574,,
S-REEGN011-TR38,CRE Mareografo,Pto. de Calidad Mareografo T.R.,11/5/2017 5:00,97.619,1.9646,0.118,2.0825,0.2984,,,37.0729,48.8574,,
S-REEGN011-TR38,CRE Mareografo,Pto. de Calidad Mareografo T.R.,12/5/2017 5:00,97.619,1.9646,0.118,2.0825,0.2984,,,37.0729,48.8574,,
S-REEGN011-TR38,CRE Mareografo,Pto. de Calidad Mareografo T.R.,13/05/17 05:00:00,97.619,1.9646,0.118,2.0825,0.2984,,,37.0792,48.8659,,
S-REEGN011-TR38,CRE Mareografo,Pto. de Calidad Mareografo T.R.,14/05/17 05:00:00,97.619,1.9646,0.118,2.0825,0.2984,,,37.0792,48.8659,,
S-SABGN130-TR01,CRE 21 Valtierrilla,Pto. de Calidad Valtierrilla T.R.,1/5/2017 9:00,96.0816,0.6755,0.3188,0.9943,2.7104,252.875,10.4183,38.3226,50.3872,0.9753,
S-SABGN130-TR01,CRE 21 Valtierrilla,Pto. de Calidad Valtierrilla T.R.,2/5/2017 9:00,96.3354,0.6479,0.2897,0.9376,2.5208,254.5881,11.0136,38.2864,50.3994,0.7533,
S-SABGN130-TR01,CRE 21 Valtierrilla,Pto. de Calidad Valtierrilla T.R.,3/5/2017 9:00,96.1831,0.6788,0.291,0.9698,2.6334,252.8144,11.2121,38.3086,50.3898,1.1321,
S-SABGN130-TR01,CRE 21 Valtierrilla,Pto. de Calidad Valtierrilla T.R.,4/5/2017 9:00,96.1476,0.6726,0.3005,0.9732,2.6336,255.6491,9.867,38.3328,50.4032,0.8855,
S-SABGN130-TR01,CRE 21 Valtierrilla,Pto. de Calidad Valtierrilla T.R.,5/5/2017 9:00,96.2731,0.6992,0.3021,1.0013,2.4714,254.6394,18.9154,38.28,50.3536,1.2085,
S-SABGN130-TR01,CRE 21 Valtierrilla,Pto. de Calidad Valtierrilla T.R.,6/5/2017 9:00,96.274,0.6811,0.333,1.0141,2.4718,254.9073,14.2376,38.2673,50.345,0.6928,
S-SABGN130-TR01,CRE 21 Valtierrilla,Pto. de Calidad Valtierrilla T.R.,7/5/2017 9:00,96.114,0.6901,0.3178,1.0079,2.5948,255.0708,11.364,38.3332,50.3831,1.0428,
S-SABGN130-TR01,CRE 21 Valtierrilla,Pto. de Calidad Valtierrilla T.R.,8/5/2017 9:00,96.3811,0.6689,0.3146,0.9835,2.375,255.6599,15.0718,38.2643,50.3602,0.54,
S-SABGN130-TR01,CRE 21 Valtierrilla,Pto. de Calidad Valtierrilla T.R.,9/5/2017 9:00,96.6508,0.6562,0.2785,0.9346,2.1771,254.3744,125.5666,38.2103,50.3551,0.3301,
S-SABGN130-TR01,CRE 21 Valtierrilla,Pto. de Calidad Valtierrilla T.R.,10/5/2017 9:00,96.7017,0.647,0.2826,0.9296,2.1411,254.0155,31.7546,38.1944,50.3506,0.2228,
S-SABGN130-TR01,CRE 21 Valtierrilla,Pto. de Calidad Valtierrilla T.R.,11/5/2017 9:00,96.519,0.6638,0.3084,0.9721,2.2569,256.4397,9.0855,38.2305,50.3474,0.3201,
S-SABGN130-TR01,CRE 21 Valtierrilla,Pto. de Calidad Valtierrilla T.R.,12/5/2017 9:00,96.5107,0.6606,0.2985,0.9591,2.297,254.2632,7.407,38.231,50.3546,0.4493,
S-SABGN130-TR01,CRE 21 Valtierrilla,Pto. de Calidad Valtierrilla T.R.,13/05/17 09:00:00,96.5456,0.646,0.3107,0.9566,2.2845,253.6362,10.0641,38.2119,50.3485,0.5569,
S-SABGN130-TR01,CRE 21 Valtierrilla,Pto. de Calidad Valtierrilla T.R.,14/05/17 09:00:00,96.5951,0.6694,0.2978,0.9672,2.2382,253.3661,9.2719,38.1852,50.3228,0.5055,
S-TOBGN010-TR01,CRE 10 Torreon,Pto. de Calidad Est. Chávez T.R.,1/5/2017 9:00,96.2977,0.6482,0.2996,0.9477,2.5467,254.8697,23.8631,38.2909,50.3972,0.2173,
S-TOBGN010-TR01,CRE 10 Torreon,Pto. de Calidad Est. Chávez T.R.,2/5/2017 9:00,96.3656,0.6309,0.3033,0.9342,2.4858,254.5213,26.9382,38.2838,50.4035,0.0998,
S-TOBGN010-TR01,CRE 10 Torreon,Pto. de Calidad Est. Chávez T.R.,3/5/2017 9:00,96.4408,0.663,0.3026,0.9657,2.3529,255.6216,26.8202,38.254,50.364,0.7131,
S-TOBGN010-TR01,CRE 10 Torreon,Pto. de Calidad Est. Chávez T.R.,4/5/2017 9:00,96.2873,0.6695,0.3408,1.0103,2.4544,256.2502,25.1176,38.2709,50.3515,0.3794,
S-TOBGN010-TR01,CRE 10 Torreon,Pto. de Calidad Est. Chávez T.R.,5/5/2017 9:00,96.2111,0.6705,0.3139,0.9844,2.5236,255.5224,24.3065,38.3222,50.3924,0.5555,
S-TOBGN010-TR01,CRE 10 Torreon,Pto. de Calidad Est. Chávez T.R.,6/5/2017 9:00,96.2442,0.6757,0.3243,1,2.4842,256.7073,25.3823,38.2996,50.371,0.6195,
S-TOBGN010-TR01,CRE 10 Torreon,Pto. de Calidad Est. Chávez T.R.,7/5/2017 9:00,96.6827,0.6177,0.2882,0.906,2.1707,254.7991,26.332,38.2236,50.3853,0.1977,
S-TOBGN010-TR01,CRE 10 Torreon,Pto. de Calidad Est. Chávez T.R.,8/5/2017 9:00,96.6552,0.6596,0.2759,0.9355,2.1717,254.7833,24.6206,38.2107,50.3541,0.3048,
S-TOBGN010-TR01,CRE 10 Torreon,Pto. de Calidad Est. Chávez T.R.,9/5/2017 9:00,96.5165,0.6436,0.3075,0.9511,2.2731,256.0768,26.5274,38.2498,50.3729,0.613,
S-TOBGN010-TR01,CRE 10 Torreon,Pto. de Calidad Est. Chávez T.R.,10/5/2017 9:00,96.541,0.6672,0.3156,0.9827,2.226,255.5188,27.0086,38.2173,50.3341,0.6431,
S-TOBGN010-TR01,CRE 10 Torreon,Pto. de Calidad Est. Chávez T.R.,11/5/2017 9:00,96.4536,0.6486,0.297,0.9455,2.38,253.3869,25.0444,38.2505,50.375,0.559,
S-TOBGN010-TR01,CRE 10 Torreon,Pto. de Calidad Est. Chávez T.R.,12/5/2017 9:00,96.4934,0.6596,0.3146,0.9741,2.3108,254.6771,27.0326,38.2218,50.3427,0.4244,
S-TOBGN010-TR01,CRE 10 Torreon,Pto. de Calidad Est. Chávez T.R.,13/05/17 09:00:00,96.5354,0.6452,0.2963,0.9414,2.3167,253.4694,26.0231,38.2252,50.3633,0.2693,
S-TOBGN010-TR01,CRE 10 Torreon,Pto. de Calidad Est. Chávez T.R.,14/05/17 09:00:00,96.6045,0.6415,0.2931,0.9346,2.2598,253.1877,27.8616,38.2085,50.3579,0.3037,
S-TXBGN050-TR06,CRE 24 Puebla,Pto. de Calidad Natgasmex (Xicotencatl),1/5/2017 9:00,95.7437,0.1116,2.1074,2.219,1.6392,263.8358,62.4588,37.7135,49.6083,4.7013,
S-TXBGN050-TR06,CRE 24 Puebla,Pto. de Calidad Natgasmex (Xicotencatl),2/5/2017 9:00,94.1159,0.0954,3.2088,3.3042,2.1825,260.5956,62.4345,37.4459,48.9679,6.0955,
S-TXBGN050-TR06,CRE 24 Puebla,Pto. de Calidad Natgasmex (Xicotencatl),3/5/2017 9:00,93.8798,0.094,3.5457,3.6397,2.1115,260.8448,61.1979,37.2807,48.7218,6.1921,
S-TXBGN050-TR06,CRE 24 Puebla,Pto. de Calidad Natgasmex (Xicotencatl),4/5/2017 9:00,93.5447,0.1031,3.8549,3.958,2.129,260.602,60.1181,37.1634,48.5098,7.0328,
S-TXBGN050-TR06,CRE 24 Puebla,Pto. de Calidad Natgasmex (Xicotencatl),5/5/2017 9:00,93.1764,0.0878,4.136,4.2238,2.2379,257.7705,67.6822,37.084,48.3498,4.3592,
S-TXBGN050-TR06,CRE 24 Puebla,Pto. de Calidad Natgasmex (Xicotencatl),6/5/2017 9:00,92.9217,0.0885,4.3099,4.3985,2.3094,258.5186,71.4438,37.0447,48.2499,4.614,
S-TXBGN050-TR06,CRE 24 Puebla,Pto. de Calidad Natgasmex (Xicotencatl),7/5/2017 9:00,92.4724,0.0866,4.7639,4.8505,2.2796,257.666,63.4677,36.8805,47.9558,4.1623,
S-TXBGN050-TR06,CRE 24 Puebla,Pto. de Calidad Natgasmex (Xicotencatl),8/5/2017 9:00,93.0176,0.1016,4.3653,4.4669,2.1464,260.404,63.2132,36.9757,48.1756,5.8512,
S-TXBGN050-TR06,CRE 24 Puebla,Pto. de Calidad Natgasmex (Xicotencatl),9/5/2017 9:00,92.3227,0.1031,4.3136,4.4167,2.8783,260.5068,69.148,37.2109,48.339,10.069,
S-TXBGN050-TR06,CRE 24 Puebla,Pto. de Calidad Natgasmex (Xicotencatl),10/5/2017 9:00,92.8823,0.0851,4.0949,4.18,2.5609,261.0621,71.5903,37.2084,48.4441,4.645,
S-TXBGN050-TR06,CRE 24 Puebla,Pto. de Calidad Natgasmex (Xicotencatl),11/5/2017 9:00,93.075,0.0909,4.1608,4.2517,2.2915,260.1048,77.903,37.1056,48.3497,6.0459,
S-TXBGN050-TR06,CRE 24 Puebla,Pto. de Calidad Natgasmex (Xicotencatl),12/5/2017 9:00,93.2997,0.0996,3.9294,4.0291,2.2825,261.2906,87.2926,37.1945,48.4981,7.2404,
S-TXBGN050-TR06,CRE 24 Puebla,Pto. de Calidad Natgasmex (Xicotencatl),13/05/17 09:00:00,93.7335,0.0966,3.6496,3.7462,2.1407,261.4323,86.5764,37.2555,48.6593,6.679,
S-TXBGN050-TR06,CRE 24 Puebla,Pto. de Calidad Natgasmex (Xicotencatl),14/05/17 09:00:00,93.5059,0.0963,3.922,4.0183,2.0946,262.1521,84.2825,37.1424,48.4723,7.7024,
S-VCBGN070-TR01,"CRE 19 Venta Carpio 14""","Pto. de Calidad Ducto 22"" T.R.",1/5/2017 9:00,95.2043,0.6154,1.1474,1.7629,2.7347,251.1376,29.8061,38.0988,49.9207,0.0284,
S-VCBGN070-TR01,"CRE 19 Venta Carpio 14""","Pto. de Calidad Ducto 22"" T.R.",2/5/2017 9:00,95.1588,0.6272,1.0703,1.6975,2.8559,249.7968,21.8893,38.1508,49.9778,0.0273,
S-VCBGN070-TR01,"CRE 19 Venta Carpio 14""","Pto. de Calidad Ducto 22"" T.R.",3/5/2017 9:00,95.0419,0.6204,1.1072,1.7276,2.9379,,30.9158,38.1248,49.9485,0.0275,
S-VCBGN070-TR01,"CRE 19 Venta Carpio 14""","Pto. de Calidad Ducto 22"" T.R.",4/5/2017 9:00,95.4876,0.6948,0.4835,1.1783,3.0125,257.3128,34.0949,38.4183,50.352,0.0201,
S-VCBGN070-TR01,"CRE 19 Venta Carpio 14""","Pto. de Calidad Ducto 22"" T.R.",5/5/2017 9:00,94.5404,0.5494,1.4993,2.0487,3.0873,258.6359,37.0191,38.1054,49.8109,0.0671,
S-VCBGN070-TR01,"CRE 19 Venta Carpio 14""","Pto. de Calidad Ducto 22"" T.R.",6/5/2017 9:00,94.0958,0.495,2.0831,2.5782,3.0142,259.3481,35.72,37.878,49.4535,0.1466,
S-VCBGN070-TR01,"CRE 19 Venta Carpio 14""","Pto. de Calidad Ducto 22"" T.R.",7/5/2017 9:00,94.2667,0.4942,2.0963,2.5905,2.8225,259.8433,33.6019,37.8271,49.4182,0.154,
S-VCBGN070-TR01,"CRE 19 Venta Carpio 14""","Pto. de Calidad Ducto 22"" T.R.",8/5/2017 9:00,95.2396,0.6403,0.9714,1.6117,2.8479,258.0267,28.7528,38.1888,50.0355,0.0242,
S-VCBGN070-TR01,"CRE 19 Venta Carpio 14""","Pto. de Calidad Ducto 22"" T.R.",9/5/2017 9:00,95.3119,0.6316,1.0924,1.724,2.6738,255.6338,32.2151,38.088,49.9284,0.0283,
S-VCBGN070-TR01,"CRE 19 Venta Carpio 14""","Pto. de Calidad Ducto 22"" T.R.",10/5/2017 9:00,95.2404,0.6767,0.8025,1.4792,2.9649,255.2213,28.4618,38.2866,50.1435,0.0222,
S-VCBGN070-TR01,"CRE 19 Venta Carpio 14""","Pto. de Calidad Ducto 22"" T.R.",11/5/2017 9:00,95.6446,0.7087,0.4744,1.1831,2.848,257.701,28.7614,38.3799,50.3245,0.0102,
S-VCBGN070-TR01,"CRE 19 Venta Carpio 14""","Pto. de Calidad Ducto 22"" T.R.",12/5/2017 9:00,95.6831,0.7273,0.4254,1.1527,2.859,252.8212,25.5323,38.3683,50.3275,0.0118,
S-VCBGN070-TR01,"CRE 19 Venta Carpio 14""","Pto. de Calidad Ducto 22"" T.R.",13/05/17 09:00:00,95.6089,0.6733,0.656,1.3293,2.7707,251.653,29.7023,38.2641,50.1999,0.034,
S-VCBGN070-TR01,"CRE 19 Venta Carpio 14""","Pto. de Calidad Ducto 22"" T.R.",14/05/17 09:00:00,95.326,0.5553,1.2142,1.7695,2.6101,253.6557,37.9998,38.0546,49.9065,0.0804,
S-VCBGN070-TR02,"CRE 16 Venta de Carpio 36""","Pto. de Calidad Ducto 36"" T.R.",1/5/2017 9:00,95.2109,0.6357,1.0826,1.7183,2.7841,251.7879,31.6324,38.1202,49.9487,0,
S-VCBGN070-TR02,"CRE 16 Venta de Carpio 36""","Pto. de Calidad Ducto 36"" T.R.",2/5/2017 9:00,95.1331,0.6567,1.0141,1.6707,2.9218,249.3051,19.8375,38.1678,49.9929,0,
S-VCBGN070-TR02,"CRE 16 Venta de Carpio 36""","Pto. de Calidad Ducto 36"" T.R.",3/5/2017 9:00,94.9661,0.6804,1.0252,1.7056,3.0454,251.8461,32.4522,38.1976,49.9885,0,
S-VCBGN070-TR02,"CRE 16 Venta de Carpio 36""","Pto. de Calidad Ducto 36"" T.R.",4/5/2017 9:00,95.2951,0.6866,0.6712,1.3578,3.0579,251.4483,38.106,38.3349,50.2244,0,
S-VCBGN070-TR02,"CRE 16 Venta de Carpio 36""","Pto. de Calidad Ducto 36"" T.R.",5/5/2017 9:00,94.9918,0.6479,0.9392,1.5871,3.1187,251.6587,35.4811,38.2735,50.0938,0,
S-VCBGN070-TR02,"CRE 16 Venta de Carpio 36""","Pto. de Calidad Ducto 36"" T.R.",6/5/2017 9:00,94.815,0.6431,1.2095,1.8526,3.0471,251.1483,31.2815,38.1415,49.8984,0,
S-VCBGN070-TR02,"CRE 16 Venta de Carpio 36""","Pto. de Calidad Ducto 36"" T.R.",7/5/2017 9:00,95.3557,0.6855,0.7618,1.4474,2.9102,249.8006,23.6836,38.2574,50.1393,0,
S-VCBGN070-TR02,"CRE 16 Venta de Carpio 36""","Pto. de Calidad Ducto 36"" T.R.",8/5/2017 9:00,95.6628,0.7103,0.5131,1.2235,2.8299,251.9515,25.3709,38.3195,50.2713,0,
S-VCBGN070-TR02,"CRE 16 Venta de Carpio 36""","Pto. de Calidad Ducto 36"" T.R.",9/5/2017 9:00,95.1607,0.6474,1.1037,1.7511,2.81,252.7355,34.0136,38.1095,49.9248,0,
S-VCBGN070-TR02,"CRE 16 Venta de Carpio 36""","Pto. de Calidad Ducto 36"" T.R.",10/5/2017 9:00,95.4755,0.7269,0.6075,1.3344,2.8991,250.8818,26.085,38.3015,50.2063,0,
S-VCBGN070-TR02,"CRE 16 Venta de Carpio 36""","Pto. de Calidad Ducto 36"" T.R.",11/5/2017 9:00,95.6223,0.7159,0.4961,1.2121,2.8677,252.0958,29.9098,38.345,50.2898,0,
S-VCBGN070-TR02,"CRE 16 Venta de Carpio 36""","Pto. de Calidad Ducto 36"" T.R.",12/5/2017 9:00,95.4728,0.7108,0.6349,1.3458,2.8931,252.6981,25.7848,38.2934,50.2003,0,
